study,year,location,state,cultivar,planting_date,app_date,growth_stage,brand_name,group,active_ingred,n,mean_sev,mean_yld,v_sev,v_yld,rep,rating_disease,yld_check,v_yld_check,sev_check,v_sev_check
19,2016,Winnsboro,Louisiana,NA,NA,NA,R3,Affiance,QoI+DMI,azoxystrobin+tetraconazole,4,4.025,3337.28125,3.056565656565654,97942.0582074653,NA,NA,2918.6499999999996,97942.0582074653,6.65,3.056565656565654
19,2016,Winnsboro,Louisiana,NA,NA,NA,R3,check,check,check,4,6.65,2918.6499999999996,3.056565656565654,97942.0582074653,NA,NA,2918.6499999999996,97942.0582074653,6.65,3.056565656565654
19,2016,Winnsboro,Louisiana,NA,NA,NA,R3,Domark,DMI,tetraconazol,4,2.675,3389.3999999999996,3.056565656565654,97942.0582074653,NA,NA,2918.6499999999996,97942.0582074653,6.65,3.056565656565654
19,2016,Winnsboro,Louisiana,NA,NA,NA,R3,Fortix,QoI+DMI,fluoxastrobin+flutriafol,4,1.225,3379.3125,3.056565656565654,97942.0582074653,NA,NA,2918.6499999999996,97942.0582074653,6.65,3.056565656565654
19,2016,Winnsboro,Louisiana,NA,NA,NA,R3,Headline,QoI,pyraclostrobin,4,8.5,3123.7625,3.056565656565654,97942.0582074653,NA,NA,2918.6499999999996,97942.0582074653,6.65,3.056565656565654
19,2016,Winnsboro,Louisiana,NA,NA,NA,R3,Priaxor + Domark,QoI+SDHI+MBC,pyraclostrobin+fluxapyroxad+tetraconazol,4,1.9500000000000002,3389.4,3.056565656565654,97942.0582074653,NA,NA,2918.6499999999996,97942.0582074653,6.65,3.056565656565654
19,2016,Winnsboro,Louisiana,NA,NA,NA,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,1.6,3579.38125,3.056565656565654,97942.0582074653,NA,NA,2918.6499999999996,97942.0582074653,6.65,3.056565656565654
19,2016,Winnsboro,Louisiana,NA,NA,NA,R3,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,4,4.425,3253.21875,3.056565656565654,97942.0582074653,NA,NA,2918.6499999999996,97942.0582074653,6.65,3.056565656565654
19,2016,Winnsboro,Louisiana,NA,NA,NA,R3,Stratego YLD + Proline,QoI+DMI+DMI,trifloxystrobin+prothioconazole+prothioconazole,4,2.7249999999999996,3175.8812500000004,3.056565656565654,97942.0582074653,NA,NA,2918.6499999999996,97942.0582074653,6.65,3.056565656565654
19,2016,Winnsboro,Louisiana,NA,NA,NA,R3,Topguard,DMI,flutriafol,4,1.875,3626.45625,3.056565656565654,97942.0582074653,NA,NA,2918.6499999999996,97942.0582074653,6.65,3.056565656565654
19,2016,Winnsboro,Louisiana,NA,NA,NA,R3,Topsin 4.5,MBC,thiophanate-methyl,4,3.8,3453.2875000000004,3.056565656565654,97942.0582074653,NA,NA,2918.6499999999996,97942.0582074653,6.65,3.056565656565654
19,2016,Winnsboro,Louisiana,NA,NA,NA,R3,Topsin XTR,MBC,thiophanate-methyl+tebuconazole,4,3.55,3150.6625000000004,3.056565656565654,97942.0582074653,NA,NA,2918.6499999999996,97942.0582074653,6.65,3.056565656565654
20,2016,NA,Mississippi,NA,NA,NA,R3,Affiance,QoI+DMI,azoxystrobin+tetraconazole,4,50,4300.6375,98.10606060606052,358464.3613793947,NA,NA,4090.48125,358464.3613793947,60,98.10606060606052
20,2016,NA,Mississippi,NA,NA,NA,R3,check,check,check,4,60,4090.48125,98.10606060606052,358464.3613793947,NA,NA,4090.48125,358464.3613793947,60,98.10606060606052
20,2016,NA,Mississippi,NA,NA,NA,R3,Domark,DMI,tetraconazol,4,37.5,4423.36875,98.10606060606052,358464.3613793947,NA,NA,4090.48125,358464.3613793947,60,98.10606060606052
20,2016,NA,Mississippi,NA,NA,NA,R3,Fortix,QoI+DMI,fluoxastrobin+flutriafol,4,42.5,4214.89375,98.10606060606052,358464.3613793947,NA,NA,4090.48125,358464.3613793947,60,98.10606060606052
20,2016,NA,Mississippi,NA,NA,NA,R3,Headline,QoI,pyraclostrobin,4,67.5,4132.5125,98.10606060606052,358464.3613793947,NA,NA,4090.48125,358464.3613793947,60,98.10606060606052
20,2016,NA,Mississippi,NA,NA,NA,R3,Overrule,MBC+DMI,thiophanate-methyl+tebuconazole,4,52.5,4250.200000000001,98.10606060606052,358464.3613793947,NA,NA,4090.48125,358464.3613793947,60,98.10606060606052
20,2016,NA,Mississippi,NA,NA,NA,R3,Priaxor + Domark,QoI+SDHI+MBC,pyraclostrobin+fluxapyroxad+tetraconazol,4,35,4425.05,98.10606060606052,358464.3613793947,NA,NA,4090.48125,358464.3613793947,60,98.10606060606052
20,2016,NA,Mississippi,NA,NA,NA,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,4,50,4287.1875,98.10606060606052,358464.3613793947,NA,NA,4090.48125,358464.3613793947,60,98.10606060606052
20,2016,NA,Mississippi,NA,NA,NA,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,8,45,4224.140625,98.10606060606052,358464.3613793947,NA,NA,4090.48125,358464.3613793947,60,98.10606060606052
20,2016,NA,Mississippi,NA,NA,NA,R3,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,4,57.5,5309.3875,98.10606060606052,358464.3613793947,NA,NA,4090.48125,358464.3613793947,60,98.10606060606052
20,2016,NA,Mississippi,NA,NA,NA,R3,Stratego YLD + Proline,QoI+DMI+DMI,trifloxystrobin+prothioconazole+prothioconazole,4,60,NA,98.10606060606052,358464.3613793947,NA,NA,4090.48125,358464.3613793947,60,98.10606060606052
20,2016,NA,Mississippi,NA,NA,NA,R3,Topguard,DMI,flutriafol,4,35,4446.90625,98.10606060606052,358464.3613793947,NA,NA,4090.48125,358464.3613793947,60,98.10606060606052
20,2016,NA,Mississippi,NA,NA,NA,R3,Topsin 4.5,MBC,thiophanate-methyl,4,47.5,4176.225,98.10606060606052,358464.3613793947,NA,NA,4090.48125,358464.3613793947,60,98.10606060606052
20,2016,NA,Mississippi,NA,NA,NA,R3,Topsin XTR,MBC+DMI,thiophanate-methyl+tebuconazole,4,57.5,4315.76875,98.10606060606052,358464.3613793947,NA,NA,4090.48125,358464.3613793947,60,98.10606060606052
21,2016,Cotton Grove,Tennessee,NA,NA,NA,R3,Affiance,QoI+DMI,azoxystrobin+tetraconazole,4,9.75,3451.60625,18.977241847826082,27252.678964843726,NA,NA,3093.5,27252.678964843726,14.25,18.977241847826082
21,2016,Cotton Grove,Tennessee,NA,NA,NA,R3,check,check,check,4,14.25,3093.5,18.977241847826082,27252.678964843726,NA,NA,3093.5,27252.678964843726,14.25,18.977241847826082
21,2016,Cotton Grove,Tennessee,NA,NA,NA,R3,Domark,DMI,tetraconazol,4,14,3238.0875,18.977241847826082,27252.678964843726,NA,NA,3093.5,27252.678964843726,14.25,18.977241847826082
21,2016,Cotton Grove,Tennessee,NA,NA,NA,R3,Fortix,QoI+DMI,fluoxastrobin+flutriafol,4,8.25,3380.99375,18.977241847826082,27252.678964843726,NA,NA,3093.5,27252.678964843726,14.25,18.977241847826082
21,2016,Cotton Grove,Tennessee,NA,NA,NA,R3,Headline,QoI,pyraclostrobin,4,12.25,3364.18125,18.977241847826082,27252.678964843726,NA,NA,3093.5,27252.678964843726,14.25,18.977241847826082
21,2016,Cotton Grove,Tennessee,NA,NA,NA,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,4,10.5,3565.93125,18.977241847826082,27252.678964843726,NA,NA,3093.5,27252.678964843726,14.25,18.977241847826082
21,2016,Cotton Grove,Tennessee,NA,NA,NA,R3,Priaxor+Priaxor,QoI+SDHI+QoI+SDHI,pyraclostrobin+fluxapyroxad+pyraclostrobin+fluxapyroxad,4,6.5,3651.675,18.977241847826082,27252.678964843726,NA,NA,3093.5,27252.678964843726,14.25,18.977241847826082
21,2016,Cotton Grove,Tennessee,NA,NA,NA,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,8,8.625,3627.296875,18.977241847826082,27252.678964843726,NA,NA,3093.5,27252.678964843726,14.25,18.977241847826082
21,2016,Cotton Grove,Tennessee,NA,NA,NA,R3,Quadris+TebuStar,QoI+DMI,azoxystrobin+tebuconazole,4,7.25,3569.29375,18.977241847826082,27252.678964843726,NA,NA,3093.5,27252.678964843726,14.25,18.977241847826082
21,2016,Cotton Grove,Tennessee,NA,NA,NA,R3,Quadris+Tilt,QoI+DMI,azoxystrobin+propiconazole,4,8,3428.0687500000004,18.977241847826082,27252.678964843726,NA,NA,3093.5,27252.678964843726,14.25,18.977241847826082
21,2016,Cotton Grove,Tennessee,NA,NA,NA,R3,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,4,6.75,3559.20625,18.977241847826082,27252.678964843726,NA,NA,3093.5,27252.678964843726,14.25,18.977241847826082
21,2016,Cotton Grove,Tennessee,NA,NA,NA,R3,Stratego YLD + Proline,QoI+DMI+DMI,trifloxystrobin+prothioconazole+prothioconazole,4,7.25,3565.93125,18.977241847826082,27252.678964843726,NA,NA,3093.5,27252.678964843726,14.25,18.977241847826082
21,2016,Cotton Grove,Tennessee,NA,NA,NA,R3,Topguard,DMI,flutriafol,4,10.25,3386.0375,18.977241847826082,27252.678964843726,NA,NA,3093.5,27252.678964843726,14.25,18.977241847826082
21,2016,Cotton Grove,Tennessee,NA,NA,NA,R3,Topsin 4.5,MBC,thiophanate-methyl,4,9.5,3619.73125,18.977241847826082,27252.678964843726,NA,NA,3093.5,27252.678964843726,14.25,18.977241847826082
21,2016,Cotton Grove,Tennessee,NA,NA,NA,R3,Topsin XTR or Overrule,MBC+DMI,thiophanate-methyl+tebuconazole,4,10.5,3604.6,18.977241847826082,27252.678964843726,NA,NA,3093.5,27252.678964843726,14.25,18.977241847826082
22,2016,Milan,Tennessee,NA,NA,NA,R3,Affiance,QoI+DMI,azoxystrobin+tetraconazole,4,3.25,2004.05,1.8875679347826093,93991.70671471638,NA,NA,2279.775,93991.70671471638,8,1.8875679347826093
22,2016,Milan,Tennessee,NA,NA,NA,R3,check,check,check,4,8,2279.775,1.8875679347826093,93991.70671471638,NA,NA,2279.775,93991.70671471638,8,1.8875679347826093
22,2016,Milan,Tennessee,NA,NA,NA,R3,Domark,DMI,tetraconazol,4,4.625,2022.54375,1.8875679347826093,93991.70671471638,NA,NA,2279.775,93991.70671471638,8,1.8875679347826093
22,2016,Milan,Tennessee,NA,NA,NA,R3,Fortix,QoI+DMI,fluoxastrobin+flutriafol,4,4.125,2278.09375,1.8875679347826093,93991.70671471638,NA,NA,2279.775,93991.70671471638,8,1.8875679347826093
22,2016,Milan,Tennessee,NA,NA,NA,R3,Headline,QoI,pyraclostrobin,4,6.5,2116.69375,1.8875679347826093,93991.70671471638,NA,NA,2279.775,93991.70671471638,8,1.8875679347826093
22,2016,Milan,Tennessee,NA,NA,NA,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,4,4.75,2116.69375,1.8875679347826093,93991.70671471638,NA,NA,2279.775,93991.70671471638,8,1.8875679347826093
22,2016,Milan,Tennessee,NA,NA,NA,R3,Priaxor+Priaxor,QoI+SDHI+QoI+SDHI,pyraclostrobin+fluxapyroxad+pyraclostrobin+fluxapyroxad,4,2.875,2200.7562500000004,1.8875679347826093,93991.70671471638,NA,NA,2279.775,93991.70671471638,8,1.8875679347826093
22,2016,Milan,Tennessee,NA,NA,NA,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,8,4.0625,2162.928125,1.8875679347826093,93991.70671471638,NA,NA,2279.775,93991.70671471638,8,1.8875679347826093
22,2016,Milan,Tennessee,NA,NA,NA,R3,Quadris+TebuStar,QoI+DMI,azoxystrobin+tebuconazole,4,4.75,2025.90625,1.8875679347826093,93991.70671471638,NA,NA,2279.775,93991.70671471638,8,1.8875679347826093
22,2016,Milan,Tennessee,NA,NA,NA,R3,Quadris+Tilt,QoI+DMI,azoxystrobin+propiconazole,4,5,2096.5187499999997,1.8875679347826093,93991.70671471638,NA,NA,2279.775,93991.70671471638,8,1.8875679347826093
22,2016,Milan,Tennessee,NA,NA,NA,R3,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,4,6,2224.29375,1.8875679347826093,93991.70671471638,NA,NA,2279.775,93991.70671471638,8,1.8875679347826093
22,2016,Milan,Tennessee,NA,NA,NA,R3,Stratego YLD + Proline,QoI+DMI+DMI,trifloxystrobin+prothioconazole+prothioconazole,4,4.375,2062.89375,1.8875679347826093,93991.70671471638,NA,NA,2279.775,93991.70671471638,8,1.8875679347826093
22,2016,Milan,Tennessee,NA,NA,NA,R3,Topguard,DMI,flutriafol,4,3.875,2081.3875,1.8875679347826093,93991.70671471638,NA,NA,2279.775,93991.70671471638,8,1.8875679347826093
22,2016,Milan,Tennessee,NA,NA,NA,R3,Topsin 4.5,MBC,thiophanate-methyl,4,2.75,2118.375,1.8875679347826093,93991.70671471638,NA,NA,2279.775,93991.70671471638,8,1.8875679347826093
22,2016,Milan,Tennessee,NA,NA,NA,R3,Topsin XTR or Overrule,MBC+DMI,thiophanate-methyl+tebuconazole,4,2.25,2382.33125,1.8875679347826093,93991.70671471638,NA,NA,2279.775,93991.70671471638,8,1.8875679347826093
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,Acropolis,MBC+DMI,thiophanate-methyl+tetraconazole,4,15.425,2389.05625,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,check,check,check,4,45,1667.8,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,Domark,DMI,tetraconazol,4,26.25,2225.975,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,Domark + Fortalis,DMI+foliar,tetraconazol+foliar,4,26.225,2113.33125,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,Fortalis,foliar,foliar,4,44.6,1531.61875,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,Fortix,QoI+DMI,fluoxastrobin+flutriafol,4,21.25,2236.0625,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,Froghorn,MBC+DMI,thiophanate-methyl+tebuconazole,4,16.65,2679.9125,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,Headline,QoI,pyraclostrobin,4,45.85,1750.1812499999999,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,Headline + Fortalis,QoI+foliar,pyraclostrobin+foliar,4,42.5,1669.48125,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,4,25.8,2170.49375,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,Priaxor + Tilt + Fortalis,DMI+QoI+SDHI+foliar,pyraclostrobin+fluxapyroxad+propiconazole+foliar,4,21.65,2407.55,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,18.75,2296.5875,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,Quadris Top+Fortalis,QoI+DMI+foliar,azoxystrobin+difenoconazole+foliar,4,16.275,2378.96875,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,Stratego YLD + Proline,QoI+DMI+DMI,trifloxystrobin+prothioconazole+prothioconazole,4,22.475,2229.3375,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,Stratego YLD + Proline + Fortalis,QoI+DMI+DMI+foliar,trifloxystrobin+prothioconazole+prothioconazole+foliar,4,19.6,2454.625,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,Topsin 4.5,MBC,thiophanate-methyl,4,19.6,2706.8125,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,Topsin+Quadris+Folicur,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+tebuconazole,4,15.85,2631.15625,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,Topsin+Quadris+Folicur+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+tebuconazole+chlorothalonil,4,12.1,2634.51875,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,Topsin+Quadris+Tilt,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+propiconazole,4,19.575,2385.69375,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
24,2017,Princeton,Kentucky,NA,NA,7/22/2017,R3,Topsin+Quadris+Tilt+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+propiconazole+chlorothalonil,4,12.475000000000001,2550.4562499999997,11.570315789473687,47898.07263939147,NA,NA,1667.8,47898.07263939147,45,11.570315789473687
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,Acropolis,MBC+DMI,thiophanate-methyl+tetraconazole,4,16.25,2859.80625,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,check,check,check,4,43.325,2548.775,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,Domark,DMI,tetraconazol,4,24.575,2568.95,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,Domark + Fortalis,DMI+foliar,tetraconazol+foliar,4,21.225,2644.60625,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,Fortalis,foliar,foliar,4,40.4,2404.1875,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,Fortix,QoI+DMI,fluoxastrobin+flutriafol,4,21.25,2979.1749999999997,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,Froghorn,MBC+DMI,thiophanate-methyl+tebuconazole,4,16.25,2774.0625,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,Headline,QoI,pyraclostrobin,4,45.825,2353.75,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,Headline + Fortalis,QoI+foliar,pyraclostrobin+foliar,4,42.5,2429.40625,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,4,25.4,2757.25,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,Priaxor + Tilt + Fortalis,DMI+QoI+SDHI+foliar,pyraclostrobin+fluxapyroxad+propiconazole+foliar,4,24.975,2513.46875,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,17.5,2959,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,Quadris Top+Fortalis,QoI+DMI+foliar,azoxystrobin+difenoconazole+foliar,4,17.5,2809.36875,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,Stratego YLD + Proline,QoI+DMI+DMI,trifloxystrobin+prothioconazole+prothioconazole,4,17.5,2555.5,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,Stratego YLD + Proline + Fortalis,QoI+DMI+DMI+foliar,trifloxystrobin+prothioconazole+prothioconazole+foliar,4,15.425,2777.425,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,Topsin 4.5,MBC,thiophanate-methyl,4,16.25,2876.6187499999996,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,Topsin+Quadris+Folicur,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+tebuconazole,4,15.825,2748.84375,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,Topsin+Quadris+Folicur+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+tebuconazole+chlorothalonil,4,11.75,3014.48125,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,Topsin+Quadris+Tilt,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+propiconazole,4,15.85,2715.21875,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
25,2017,Quicksand,Kentucky,Armor 4744,NA,8/9/2017,R3,Topsin+Quadris+Tilt+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+propiconazole+chlorothalonil,4,12.075,2658.05625,8.585219298245615,142575.4490197369,NA,NA,2548.775,142575.4490197369,43.325,8.585219298245615
26,2017,Turtleback,Louisiana,AG 5831,6/13/2017,8/7/2017,R3,Acropolis,MBC+DMI,thiophanate-methyl+tetraconazole,4,2.25,3182.60625,0.7040247252747247,91154.1522962455,NA,NA,2758.93125,91154.1522962455,3.275,0.7040247252747247
26,2017,Turtleback,Louisiana,AG 5831,6/13/2017,8/7/2017,R3,check,check,check,4,3.275,2758.93125,0.7040247252747247,91154.1522962455,NA,NA,2758.93125,91154.1522962455,3.275,0.7040247252747247
26,2017,Turtleback,Louisiana,AG 5831,6/13/2017,8/7/2017,R3,Domark,DMI,tetraconazol,4,2.5,2982.5375,0.7040247252747247,91154.1522962455,NA,NA,2758.93125,91154.1522962455,3.275,0.7040247252747247
26,2017,Turtleback,Louisiana,AG 5831,6/13/2017,8/7/2017,R3,Fortix,QoI+DMI,fluoxastrobin+flutriafol,4,2,3103.5875,0.7040247252747247,91154.1522962455,NA,NA,2758.93125,91154.1522962455,3.275,0.7040247252747247
26,2017,Turtleback,Louisiana,AG 5831,6/13/2017,8/7/2017,R3,Froghorn,MBC+DMI,thiophanate-methyl+tebuconazole,4,1.75,3224.6375,0.7040247252747247,91154.1522962455,NA,NA,2758.93125,91154.1522962455,3.275,0.7040247252747247
26,2017,Turtleback,Louisiana,AG 5831,6/13/2017,8/7/2017,R3,Headline,QoI,pyraclostrobin,4,1.75,2984.21875,0.7040247252747247,91154.1522962455,NA,NA,2758.93125,91154.1522962455,3.275,0.7040247252747247
26,2017,Turtleback,Louisiana,AG 5831,6/13/2017,8/7/2017,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,4,2.5,2967.40625,0.7040247252747247,91154.1522962455,NA,NA,2758.93125,91154.1522962455,3.275,0.7040247252747247
26,2017,Turtleback,Louisiana,AG 5831,6/13/2017,8/7/2017,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,2,2760.6124999999997,0.7040247252747247,91154.1522962455,NA,NA,2758.93125,91154.1522962455,3.275,0.7040247252747247
26,2017,Turtleback,Louisiana,AG 5831,6/13/2017,8/7/2017,R3,Stratego YLD + Proline,QoI+DMI+DMI,trifloxystrobin+prothioconazole+prothioconazole,4,1.75,3209.50625,0.7040247252747247,91154.1522962455,NA,NA,2758.93125,91154.1522962455,3.275,0.7040247252747247
26,2017,Turtleback,Louisiana,AG 5831,6/13/2017,8/7/2017,R3,Topsin 4.5,MBC,thiophanate-methyl,4,1.75,2935.4625,0.7040247252747247,91154.1522962455,NA,NA,2758.93125,91154.1522962455,3.275,0.7040247252747247
26,2017,Turtleback,Louisiana,AG 5831,6/13/2017,8/7/2017,R3,Topsin+Quadris+Folicur,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+tebuconazole,4,2.5,3117.0375,0.7040247252747247,91154.1522962455,NA,NA,2758.93125,91154.1522962455,3.275,0.7040247252747247
26,2017,Turtleback,Louisiana,AG 5831,6/13/2017,8/7/2017,R3,Topsin+Quadris+Folicur+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+tebuconazole+chlorothalonil,4,2.5,2891.75,0.7040247252747247,91154.1522962455,NA,NA,2758.93125,91154.1522962455,3.275,0.7040247252747247
26,2017,Turtleback,Louisiana,AG 5831,6/13/2017,8/7/2017,R3,Topsin+Quadris+Tilt,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+propiconazole,4,2.5,2928.7375,0.7040247252747247,91154.1522962455,NA,NA,2758.93125,91154.1522962455,3.275,0.7040247252747247
26,2017,Turtleback,Louisiana,AG 5831,6/13/2017,8/7/2017,R3,Topsin+Quadris+Tilt+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+propiconazole+chlorothalonil,4,1.25,3068.28125,0.7040247252747247,91154.1522962455,NA,NA,2758.93125,91154.1522962455,3.275,0.7040247252747247
28,2018,Ames,Iowa,AG2733,05/17/2018,7/24/2018,R3,Acropolis,MBC+DMI,thiophanate-methyl+tetraconazole,4,0.875,3915.63125,2.3084209876543187,649239.3630988877,NA,NA,3616.36875,649239.3630988877,4.725,2.3084209876543187
